feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,3.2017760276794434,3.134493193392431,-0.17998447824266187,0.6332139025011511,1.2767955100705297,-1.5719912656108016e-05,-0.0006995413604887138,0,0
stat_var,Statistics,Variance,ECT3,4.987029552459717,3.829050054122384,0.5619379525665702,0.02561057413200203,1.0306227818426021,9.168464129984284e-05,0.04671364765816323,0,0
stat_skew,Statistics,Skewness,KE2A,0.8830139606058505,0.7049877174916751,-1.0924926264360728,0.12034089227197692,1.1067664953507328,0.044976221138962665,0.01608048000161062,0,0
stat_kurt,Statistics,(Excess) kurtosis,IPH6,0.7195874917824256,0.4391567304036754,1.4533392514296528,-0.441629524227384,1.4103633800046333,0.7523943047843922,-0.14390599212166544,0,0
stat_median,Statistics,Median,Y12H,2.833041191101074,2.928850785449699,0.02879173611516416,0.6246639446955385,1.0535458765237398,-1.3954633127883937e-05,-0.0006442363911437592,0,0
stat_min,Statistics,Minimum,1GSF,0.18204960227012634,0.24048543473084835,-4.1984741632674725,0.2020885151616529,0.001993774035641326,-0.04187236190648697,-0.7755387791125627,0,0
stat_p10,Statistics,10th percentile,QG58,0.6001358687877655,0.6743383217740943,-1.2362532734025824,0.43724407759832806,0.17505194211217154,-0.011769305468606746,-0.28039462087536643,0,0
stat_p90,Statistics,90th percentile,8DWT,6.18204779624939,5.675390923464739,0.5928278178011639,0.8468392241060017,2.669384908825118,0.011702347149518922,0.2810996446789457,0,0
stat_max,Statistics,Maximum,84IY,13.65851879119873,11.943669389795367,1.9820064781998454,1.070667226507121,6.60262055970607,0.04877791338774736,0.7440096491563609,0,0
stat_iqr,Statistics,Interquartile range,SALO,3.3145284354686737,2.885112469946896,0.9400075155694138,0.2353818101548446,1.4542472192950906,0.011943255222837443,0.2958657107662439,0,0
stat_range,Statistics,Range,2OJQ,13.476469039916992,11.70318395506452,6.180480641467318,0.8685787113454682,6.600626785670428,0.09065027529423433,1.5195484282689238,0,0
stat_mad,Statistics,Mean absolute deviation,4FUA,1.8136333227157593,1.5894205124764726,0.5887880782509384,0.13176463463485008,0.8145674352081803,0.007407124370459072,0.17365605998667005,0,0
stat_rmad,Statistics,Robust mean absolute deviation,1128,1.3393237590789795,1.170595526224555,0.3996998968015491,0.09625727320971443,0.591250159737187,0.004979186522934231,0.12286319701967394,0,0
stat_medad,Statistics,Median absolute deviation,N72L,1.7930656671524048,1.5823344888797335,0.5644613892337164,0.1316059979794196,0.7964660139727321,0.007407124181484909,0.17365605457070762,0,0
stat_cov,Statistics,Coefficient of variation,7TET,0.6974771618843079,0.6242782304705105,-4.164943640608706,0.2527314073788523,0.795112392492179,-609.1134178429407,-308.9644367950114,0,0
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.5523855590952954,0.48168893178415756,-3.7033921651944874,0.18629130101385194,0.6215233203958349,-291.0841763751635,-46.879013717922135,0,0
stat_energy,Statistics,Energy,N8CA,223669.21875,200414.84506518615,8723.610453100897,6261.200631405309,39055.656228529,1.3457507921626615,685.6701031249322,0,0
stat_rms,Statistics,Root mean square,5ZWQ,3.903639078140259,3.6951451437725504,0.7709295460512934,0.653123587426407,1.631204940030181,0.00957522263007481,0.21613453452948755,0,0
