feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,425.1022644042969,425.8239212370308,1.4753458324362605,15.623580279734016,67.18885735505634,-0.000380651205173628,0.01126545351470756,0,0
stat_var,Statistics,Variance,ECT3,3056.923828125,2744.2039664842546,15.349392655260761,149.61176100946201,9230.185218848137,1.8117210824591863,12.228659289452427,0,0
stat_skew,Statistics,Skewness,KE2A,2.777131658860545,2.6552868800761615,0.7334424460046987,3.4942517200739314,8.614383600075191,-0.07342602304375474,0.10651518884829497,0,0
stat_kurt,Statistics,(Excess) kurtosis,IPH6,20.004090443487723,17.729745055336814,7.0986363597263455,18.333418578265835,109.55854801116476,30.04680767740828,10.328868254400149,0,0
stat_median,Statistics,Median,Y12H,424.631591796875,425.631925229673,0.3768562016961895,11.809878869305686,47.19244667729511,0.0016303995413424015,0.0008182406506626605,0,0
stat_min,Statistics,Minimum,1GSF,156.8564453125,264.39775933159734,-35.67147523645399,4.728102508255229,0.032277039530510705,-28.110024502339126,-43.03851309249779,0,0
stat_p10,Statistics,10th percentile,QG58,368.0071716308594,370.85909548158986,-1.0680620792925117,7.063056284314885,17.076902651335097,-1.2755102752691443,-3.1331549609379086,0,0
stat_p90,Statistics,90th percentile,8DWT,469.59542846679693,467.0940775553387,6.824368455482345,28.592937503670633,117.44628734270141,1.2739470170753817,3.150554517055328,0,0
stat_max,Statistics,Maximum,84IY,1133.57080078125,1109.9328952365447,21.493778536216293,167.36731358763234,2409.6248492554323,28.067892073863575,43.120600725166234,0,0
stat_iqr,Statistics,Interquartile range,SALO,48.97235107421875,46.253327546296305,2.3663972685391483,8.703728650828086,46.38193001836734,1.2035174421056554,2.7223400090590095,0,0
stat_range,Statistics,Range,2OJQ,976.71435546875,845.5351359049473,57.16525377267028,162.6392110793771,2409.592572215902,56.177916576202705,86.15911381766402,0,0
stat_mad,Statistics,Mean absolute deviation,4FUA,34.81873321533203,33.01585102428219,2.5640490035075296,7.744888785785224,43.33359364314976,0.8630689289387776,2.194092277294024,0,0
stat_rmad,Statistics,Robust mean absolute deviation,1128,20.653085708618164,19.47812908817112,1.2638975184775294,4.016163052071573,20.100540661781626,0.5107455110428888,1.1777484013605173,0,0
stat_medad,Statistics,Median absolute deviation,N72L,34.816131591796875,33.015380098871155,2.2977666341844847,6.887304395836731,39.12308333425637,0.8630670187235205,2.1940700206689443,0,0
stat_cov,Statistics,Coefficient of variation,7TET,0.130061537027359,0.12302068445477773,2.6555333733394786,0.7828928091614082,1.4299075281617304,-3536.0505094711134,310.4136015091633,0,0
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.057997392635317876,0.05469411638852775,1.4226414020493938,0.3334284244965664,0.4459880249754923,542.318086979715,319.32672442312054,0,0
stat_energy,Statistics,Energy,N8CA,136274583552.0,136498004854.93518,12996503.568627143,291955758.3732248,10192309547.086376,1343489.1230296593,9068305.321677169,0,0
stat_rms,Statistics,Root mean square,5ZWQ,428.6827697753906,429.0340497724688,4.186411109834747,19.84207705273709,117.23705801292631,1.3460019418093452,3.4969681439634694,0,0
