feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,29.08002471923828,29.10923746703777,0.0014639143789943394,20.002066598923708,56.32688078792293,0.00010204651197701558,6.100859013762906,0,0
stat_var,Statistics,Variance,ECT3,89.28773498535156,25.076606541438952,0.14496764198030926,4.8167419721910365,1051.6812909528883,0.30832093199203725,12.847848014693183,0,0
stat_skew,Statistics,Skewness,KE2A,-0.05770220406631373,-0.17879655538527145,-1.4396493384770348,2.310156963571757,0.9506025691178139,0.009982583526377726,1.109919444614875,0,0
stat_kurt,Statistics,(Excess) kurtosis,IPH6,0.18755218805101137,0.20771564943586807,25.320538846542306,34.704077971951776,1.1660454737973591,0.18906849914198354,4.184193317552252,0,0
stat_median,Statistics,Median,Y12H,29.0,29.25925925925944,0.02383989043095789,20.035553834596964,50.82770279796722,0.0010737189014341556,5.710213038213016,0,0
stat_min,Statistics,Minimum,1GSF,-15.0,3.666666666666615,-3.5580845888091086,13.53260087333959,0.1273692964755955,-2.844502675306909,-4.959564216401209,0,0
stat_p10,Statistics,10th percentile,QG58,17.0,22.666666666666952,-0.2941169378032474,17.28565134844201,19.425800085938302,-0.7033100662343328,2.0127829641009987,0,0
stat_p90,Statistics,90th percentile,8DWT,41.0,35.37037037037056,0.33071052678663954,22.38751366178887,100.60654985369746,0.7032675209579069,10.585607786112991,0,0
stat_max,Statistics,Maximum,84IY,77.0,56.92592592592585,6.360190997206677,71.69192164009951,257.59265695830703,2.570054794832322,50.777759469491606,0,0
stat_iqr,Statistics,Interquartile range,SALO,12.0,6.777777777778045,0.31323124812118036,2.669227686601939,42.45626341658339,0.7353805156720858,4.429346708913547,0,0
stat_range,Statistics,Range,2OJQ,92.0,53.25925925925924,9.918275586015785,58.15932076675992,257.46528766183144,5.414557470139231,55.73732368589282,0,0
stat_mad,Statistics,Mean absolute deviation,4FUA,7.472069263458252,3.9913139944903424,0.2271482861089554,1.6214824382011417,25.548044239071917,0.4397232609474561,2.7311404820598097,0,0
stat_rmad,Statistics,Robust mean absolute deviation,1128,5.329752445220947,2.8006669597140577,0.13088838484198023,1.1140929202845933,17.71271567557022,0.3050603406565706,1.8442872626500588,0,0
stat_medad,Statistics,Median absolute deviation,N72L,7.469621658325195,3.989295433535336,0.22625625941952507,1.6212612718478934,25.17105564262006,0.4397225569289477,2.712553111516377,0,0
stat_cov,Statistics,Coefficient of variation,7TET,0.32493847608566284,0.17202974829644405,260.0877279603535,0.1097240481740263,0.5757399583326612,5441.308386115244,0.5875220984009896,0,0
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.20689655172413793,0.11619047619047997,6.041197782316622,0.06679126959515445,0.39688687292853814,-299.31810080294485,0.37792089758994163,0,0
stat_energy,Statistics,Energy,N8CA,170655648.0,159245354.60082322,26461.624800296166,73907099.142621,771087959.9818711,56278.43825916581,9139072.178011276,0,0
stat_rms,Statistics,Root mean square,5ZWQ,30.57671546936035,29.536829763091266,0.3807489790211109,20.122112468624422,64.99537514508067,0.5552665507713641,7.075897732479273,0,0
