feature_tag;family;feature_name;ibsi_identifier;ID_1;ID_2;ID_3;ID_4;ID_5;ID_6;ID_7;ID_8;ID_9
stat_mean;Statistics;Mean;Q4LE;3.164431;3.1154957;-0.130398410276302;1.3250328;0.313272573843752;-2.9803784e-06;0.6973801;0.0116024779578366;0.137880168321281
stat_var;Statistics;Variance;ECT3;2.366249;1.7752343;0.304993775433816;0.09018961;0.0636510150386627;0.0002972348;0.19466156;0.252409996752891;0.748978510321161
stat_skew;Statistics;Skewness;KE2A;0.344666778848639;0.154556105223107;-0.642757815206386;-0.528108683606586;1.50810235582277;-0.0153903118965742;0.935132837995512;0.305994753285289;0.198212064542793
stat_kurt;Statistics;(Excess) kurtosis;IPH6;-0.605379199422827;-0.81634770499122;0.554932037395417;-0.192033544022346;3.118875970075;1.04787383380117;1.30017126500507;1.03087730886903;0.353254925826871
stat_median;Statistics;Median;Y12H;3.0846975;3.1043751;-0.0590295574643288;1.3717117;0.243762574506318;7.040647e-05;0.625263;-0.0134863847075484;0.108841116509586
stat_min;Statistics;Minimum;1GSF;0.37118605;0.5212781;-2.76336314461203;0.41842037;0.00115818101095441;-0.08904529;-0.3313885;-2.24976840935873;-2.92229841423767
stat_p10;Statistics;10th percentile;QG58;1.2086963891983;1.3426456451416;-0.888368044157615;0.883179986476898;0.0655056376300271;-0.0210284415632486;0.19792352616787;-0.577628080665144;-0.925918011534461
stat_p90;Statistics;90th percentile;8DWT;5.26533222198486;4.89950580596924;0.496169765520014;1.67318096160889;0.660030849217257;0.0213400971144438;1.27944052219391;0.647856811188381;1.24214771835598
stat_max;Statistics;Maximum;84IY;9.2958975;7.447622;1.44378225236102;2.00881;2.49824542177944;0.08152137;3.298715;2.53318450392731;3.85317185510541
stat_iqr;Statistics;Interquartile range;SALO;2.43291103839874;2.14441120624542;0.725482366872695;0.400175452232361;0.311160772253856;0.0207087588496506;0.582991257309914;0.591881513276986;1.10754900508702
stat_range;Statistics;Range;2OJQ;8.924711;6.926344;4.20714539697306;1.5903897;2.49708724076848;0.17056666;3.6301036;4.78295291328604;6.77547026934307
stat_mad;Statistics;Mean absolute deviation;4FUA;1.2892554;1.1226754;0.436287438958897;0.2419612;0.193929239115664;0.013190746;0.34750044;0.382111723958838;0.681019456314708
stat_rmad;Statistics;Robust mean absolute deviation;1128;0.9785763;0.8574369;0.301648315364295;0.1697973;0.130511969186888;0.0087576015;0.24070355;0.249936301435527;0.467026469467026
stat_medad;Statistics;Median absolute deviation;N72L;1.2877889;1.1226459;0.432253967908819;0.23923767;0.185983798984659;0.013190606;0.3430623;0.381524456725739;0.680661949987668
stat_cov;Statistics;Coefficient of variation;7TET;0.48611;0.42766204;-4.23519285398485;0.22664785;0.805341893743732;-5784.6675;0.6326602;43.3014583886018;6.2767217072116
stat_qcod;Statistics;Quartile coefficient of dispersion;9S40;0.396002732723777;0.35013110093389;-3.64951638970714;0.149307685386286;0.555998340148489;-2193.64282543284;0.439088166296631;-63.3707635981256;4.1845938421848
stat_energy;Statistics;Energy;N8CA;158994.72;147457.52;4135.41416010192;23706.916;2077.87822416944;3.8173869;8746.092;3243.43048078261;9863.28852095847
stat_rms;Statistics;Root mean square;5ZWQ;3.51850447831434;3.38844323905347;0.567448253884355;1.35863966435956;0.40223217245933;0.0172404995761107;0.825227656440839;0.502538171930902;0.876350073393884
