id_subject;id_cohort;img_data_settings_id;img_data_modality;img_data_config;img_data_noise_level;img_data_noise_iter;img_data_rotation_angle;img_data_roi_randomise_iter;img_data_roi_adapt_size;img_data_translate_x;img_data_translate_y;img_data_translate_z;img_data_voxel_size;img_data_roi;diag_img_dim_x_init_img_CT;diag_img_dim_y_init_img_CT;diag_img_dim_z_init_img_CT;diag_vox_dim_x_init_img_CT;diag_vox_dim_y_init_img_CT;diag_vox_dim_z_init_img_CT;diag_mean_int_init_img_CT;diag_min_int_init_img_CT;diag_max_int_init_img_CT;diag_int_map_dim_x_init_roi;diag_int_map_dim_y_init_roi;diag_int_map_dim_z_init_roi;diag_int_bb_dim_x_init_roi;diag_int_bb_dim_y_init_roi;diag_int_bb_dim_z_init_roi;diag_int_vox_dim_x_init_roi;diag_int_vox_dim_y_init_roi;diag_int_vox_dim_z_init_roi;diag_int_vox_count_init_roi;diag_int_mean_int_init_roi;diag_int_min_int_init_roi;diag_int_max_int_init_roi;diag_mrp_map_dim_x_init_roi;diag_mrp_map_dim_y_init_roi;diag_mrp_map_dim_z_init_roi;diag_mrp_bb_dim_x_init_roi;diag_mrp_bb_dim_y_init_roi;diag_mrp_bb_dim_z_init_roi;diag_mrp_vox_dim_x_init_roi;diag_mrp_vox_dim_y_init_roi;diag_mrp_vox_dim_z_init_roi;diag_mrp_vox_count_init_roi;diag_mrp_mean_int_init_roi;diag_mrp_min_int_init_roi;diag_mrp_max_int_init_roi;diag_img_dim_x_interp_img_CT;diag_img_dim_y_interp_img_CT;diag_img_dim_z_interp_img_CT;diag_vox_dim_x_interp_img_CT;diag_vox_dim_y_interp_img_CT;diag_vox_dim_z_interp_img_CT;diag_mean_int_interp_img_CT;diag_min_int_interp_img_CT;diag_max_int_interp_img_CT;diag_int_map_dim_x_interp_roi;diag_int_map_dim_y_interp_roi;diag_int_map_dim_z_interp_roi;diag_int_bb_dim_x_interp_roi;diag_int_bb_dim_y_interp_roi;diag_int_bb_dim_z_interp_roi;diag_int_vox_dim_x_interp_roi;diag_int_vox_dim_y_interp_roi;diag_int_vox_dim_z_interp_roi;diag_int_vox_count_interp_roi;diag_int_mean_int_interp_roi;diag_int_min_int_interp_roi;diag_int_max_int_interp_roi;diag_mrp_map_dim_x_interp_roi;diag_mrp_map_dim_y_interp_roi;diag_mrp_map_dim_z_interp_roi;diag_mrp_bb_dim_x_interp_roi;diag_mrp_bb_dim_y_interp_roi;diag_mrp_bb_dim_z_interp_roi;diag_mrp_vox_dim_x_interp_roi;diag_mrp_vox_dim_y_interp_roi;diag_mrp_vox_dim_z_interp_roi;diag_mrp_vox_count_interp_roi;diag_mrp_mean_int_interp_roi;diag_mrp_min_int_interp_roi;diag_mrp_max_int_interp_roi;diag_img_dim_x_reseg_img_CT;diag_img_dim_y_reseg_img_CT;diag_img_dim_z_reseg_img_CT;diag_vox_dim_x_reseg_img_CT;diag_vox_dim_y_reseg_img_CT;diag_vox_dim_z_reseg_img_CT;diag_mean_int_reseg_img_CT;diag_min_int_reseg_img_CT;diag_max_int_reseg_img_CT;diag_int_map_dim_x_reseg_roi;diag_int_map_dim_y_reseg_roi;diag_int_map_dim_z_reseg_roi;diag_int_bb_dim_x_reseg_roi;diag_int_bb_dim_y_reseg_roi;diag_int_bb_dim_z_reseg_roi;diag_int_vox_dim_x_reseg_roi;diag_int_vox_dim_y_reseg_roi;diag_int_vox_dim_z_reseg_roi;diag_int_vox_count_reseg_roi;diag_int_mean_int_reseg_roi;diag_int_min_int_reseg_roi;diag_int_max_int_reseg_roi;diag_mrp_map_dim_x_reseg_roi;diag_mrp_map_dim_y_reseg_roi;diag_mrp_map_dim_z_reseg_roi;diag_mrp_bb_dim_x_reseg_roi;diag_mrp_bb_dim_y_reseg_roi;diag_mrp_bb_dim_z_reseg_roi;diag_mrp_vox_dim_x_reseg_roi;diag_mrp_vox_dim_y_reseg_roi;diag_mrp_vox_dim_z_reseg_roi;diag_mrp_vox_count_reseg_roi;diag_mrp_mean_int_reseg_roi;diag_mrp_min_int_reseg_roi;diag_mrp_max_int_reseg_roi;stat_mean;stat_var;stat_skew;stat_kurt;stat_median;stat_min;stat_p10;stat_p90;stat_max;stat_iqr;stat_range;stat_mad;stat_rmad;stat_medad;stat_cov;stat_qcod;stat_energy;stat_rms
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;2.0;0.5;0.0;0.75;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-347.6115;-1107.0;2614.0;244;242;180;99;96;78;1.0;1.0;1.0;358976;-45.503147;-966.0;721.0;244;242;180;99;96;78;1.0;1.0;1.0;358976;-45.503147;-966.0;721.0;244;242;180;1.0;1.0;1.0;-347.6115;-1107.0;2614.0;244;242;180;103;100;82;1.0;1.0;1.0;420053;-79.17749;-1000.0;397.0;244;242;180;103;100;82;1.0;1.0;1.0;420310;-78.848656;-1027.0;805.0;-79.17749;67086.36;-1.761211880306572;1.8451817117235532;37.0;-1000.0;-552.0;88.0;397.0;143.0;1397.0;195.91367;106.02127;150.16298;-3.2712624;-13.0;30813170000.0;270.8420811454144
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;-2.0;0.5;0.25;0.0;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-346.50677;-1095.0;2549.0;244;242;180;99;96;78;1.0;1.0;1.0;358321;-46.932053;-973.0;728.0;244;242;180;99;96;78;1.0;1.0;1.0;358321;-46.932053;-973.0;728.0;244;242;180;1.0;1.0;1.0;-346.50677;-1095.0;2549.0;244;242;180;95;92;74;1.0;1.0;1.0;302241;-18.814644;-973.0;240.0;244;242;180;95;92;74;1.0;1.0;1.0;302241;-18.814644;-973.0;240.0;-18.814644;38491.83;-2.734923505384963;6.768061012284969;44.0;-973.0;-253.0;89.0;240.0;52.0;1213.0;120.969124;32.918148;91.76531;-10.427693;0.6046511627906976;11740799000.0;197.09342536925976
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;0.0;0.5;0.25;0.0;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-346.50677;-1095.0;2549.0;244;242;180;99;96;78;1.0;1.0;1.0;358321;-46.932053;-973.0;728.0;244;242;180;99;96;78;1.0;1.0;1.0;358321;-46.932053;-973.0;728.0;244;242;180;1.0;1.0;1.0;-346.50677;-1095.0;2549.0;244;242;180;99;96;78;1.0;1.0;1.0;358270;-47.014866;-973.0;395.0;244;242;180;99;96;78;1.0;1.0;1.0;358321;-46.932053;-973.0;728.0;-47.014866;51717.04;-2.173788302693529;3.6779894962376884;41.0;-973.0;-424.0;89.0;395.0;65.0;1368.0;158.16493;64.037476;119.28637;-4.8370614;0.9154929577464789;19320586000.0;232.22283791866948
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;2.0;0.5;0.25;0.0;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-346.50677;-1095.0;2549.0;244;242;180;99;96;78;1.0;1.0;1.0;358321;-46.932053;-973.0;728.0;244;242;180;99;96;78;1.0;1.0;1.0;358321;-46.932053;-973.0;728.0;244;242;180;1.0;1.0;1.0;-346.50677;-1095.0;2549.0;244;242;180;103;100;82;1.0;1.0;1.0;419747;-80.874794;-1000.0;399.0;244;242;180;103;100;82;1.0;1.0;1.0;420003;-80.54538;-1028.0;810.0;-80.874794;67887.31;-1.742643728370306;1.7703521452456066;37.0;-1000.0;-558.0;88.0;399.0;150.0;1399.0;197.77322;108.14459;151.77068;-3.2216706;-8.333333333333334;31240952000.0;272.8150520622063
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;-2.0;0.5;0.25;0.25;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-346.83508;-1101.0;2543.0;244;242;180;99;96;78;1.0;1.0;1.0;357738;-48.30874;-977.0;723.0;244;242;180;99;96;78;1.0;1.0;1.0;357738;-48.30874;-977.0;723.0;244;242;180;1.0;1.0;1.0;-346.83508;-1101.0;2543.0;244;242;180;95;92;74;1.0;1.0;1.0;301935;-20.232342;-977.0;241.0;244;242;180;95;92;74;1.0;1.0;1.0;301935;-20.232342;-977.0;241.0;-20.232342;39208.11;-2.7020294941049703;6.557211536426514;43.0;-977.0;-263.0;89.0;241.0;52.0;1218.0;122.88792;33.886868;93.07168;-9.786824;0.6190476190476191;11961898000.0;199.04135414217583
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;0.0;0.5;0.25;0.25;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-346.83508;-1101.0;2543.0;244;242;180;99;96;78;1.0;1.0;1.0;357738;-48.30874;-977.0;723.0;244;242;180;99;96;78;1.0;1.0;1.0;357738;-48.30874;-977.0;723.0;244;242;180;1.0;1.0;1.0;-346.83508;-1101.0;2543.0;244;242;180;99;96;78;1.0;1.0;1.0;357691;-48.38502;-977.0;400.0;244;242;180;99;96;78;1.0;1.0;1.0;357738;-48.30874;-977.0;723.0;-48.38502;52359.824;-2.1530880919749587;3.5745122816455996;41.0;-977.0;-432.0;89.0;400.0;66.0;1377.0;159.81207;65.72213;120.55729;-4.729205;0.9428571428571428;19566030000.0;233.88230241920922
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;2.0;0.5;0.25;0.25;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-346.83508;-1101.0;2543.0;244;242;180;99;96;78;1.0;1.0;1.0;357738;-48.30874;-977.0;723.0;244;242;180;99;96;78;1.0;1.0;1.0;357738;-48.30874;-977.0;723.0;244;242;180;1.0;1.0;1.0;-346.83508;-1101.0;2543.0;244;242;180;103;100;82;1.0;1.0;1.0;418776;-81.92353;-1000.0;400.0;244;242;180;103;100;82;1.0;1.0;1.0;419025;-81.58935;-1025.0;829.0;-81.92353;68351.945;-1.7307477064709653;1.7233727789840492;37.0;-1000.0;-561.0;88.0;400.0;154.0;1400.0;198.90273;109.451515;152.77211;-3.1912937;-7.0;31434750000.0;273.97700438912085
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;-2.0;0.5;0.25;0.5;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-347.1632;-1106.0;2514.0;244;242;180;99;95;79;1.0;1.0;1.0;362766;-47.92327;-973.0;723.0;244;242;180;99;95;79;1.0;1.0;1.0;362766;-47.92327;-973.0;723.0;244;242;180;1.0;1.0;1.0;-347.1632;-1106.0;2514.0;244;242;180;95;91;75;1.0;1.0;1.0;307718;-20.948748;-973.0;238.0;244;242;180;95;91;75;1.0;1.0;1.0;307718;-20.948748;-973.0;238.0;-20.948748;39729.215;-2.6806905493545155;6.419140674761373;44.0;-973.0;-271.0;89.0;238.0;53.0;1211.0;124.23602;34.659077;93.97976;-9.51474;0.6235294117647059;12360438000.0;200.41973127979367
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;0.0;0.5;0.25;0.5;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-347.1632;-1106.0;2514.0;244;242;180;99;95;79;1.0;1.0;1.0;362766;-47.92327;-973.0;723.0;244;242;180;99;95;79;1.0;1.0;1.0;362766;-47.92327;-973.0;723.0;244;242;180;1.0;1.0;1.0;-347.1632;-1106.0;2514.0;244;242;180;99;95;79;1.0;1.0;1.0;362722;-47.993465;-973.0;393.0;244;242;180;99;95;79;1.0;1.0;1.0;362766;-47.92327;-973.0;723.0;-47.993465;52284.617;-2.1583433219696833;3.597047156550783;41.0;-973.0;-430.0;89.0;393.0;65.0;1366.0;159.52786;65.246956;120.28234;-4.7643633;0.9154929577464789;19800263000.0;233.64071517875055
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;2.0;0.5;0.25;0.5;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-347.1632;-1106.0;2514.0;244;242;180;99;95;79;1.0;1.0;1.0;362766;-47.92327;-973.0;723.0;244;242;180;99;95;79;1.0;1.0;1.0;362766;-47.92327;-973.0;723.0;244;242;180;1.0;1.0;1.0;-347.1632;-1106.0;2514.0;244;242;180;103;99;83;1.0;1.0;1.0;422523;-80.43563;-999.0;399.0;244;242;180;103;99;83;1.0;1.0;1.0;422769;-80.14215;-1026.0;791.0;-80.43563;67793.44;-1.7479297979603405;1.7872498896693383;37.0;-999.0;-557.0;88.0;399.0;147.0;1398.0;197.45122;107.46789;151.36172;-3.2370198;-9.8;31377965000.0;272.51299083916854
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;-2.0;0.5;0.25;0.75;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-347.49118;-1103.0;2532.0;244;242;180;99;96;78;1.0;1.0;1.0;358847;-45.432793;-962.0;723.0;244;242;180;99;96;78;1.0;1.0;1.0;358847;-45.432793;-962.0;723.0;244;242;180;1.0;1.0;1.0;-347.49118;-1103.0;2532.0;244;242;180;95;92;74;1.0;1.0;1.0;303216;-17.517284;-960.0;237.0;244;242;180;95;92;74;1.0;1.0;1.0;303216;-17.517284;-960.0;237.0;-17.517284;37796.938;-2.764208701561817;6.96297260836986;44.0;-960.0;-244.0;89.0;237.0;52.0;1197.0;119.18594;32.195072;90.6051;-11.09843;0.6046511627906976;11553678000.0;195.2019172733782
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;0.0;0.5;0.25;0.75;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-347.49118;-1103.0;2532.0;244;242;180;99;96;78;1.0;1.0;1.0;358847;-45.432793;-962.0;723.0;244;242;180;99;96;78;1.0;1.0;1.0;358847;-45.432793;-962.0;723.0;244;242;180;1.0;1.0;1.0;-347.49118;-1103.0;2532.0;244;242;180;99;96;78;1.0;1.0;1.0;358799;-45.50985;-962.0;390.0;244;242;180;99;96;78;1.0;1.0;1.0;358847;-45.432793;-962.0;723.0;-45.50985;50964.574;-2.1963912421687;3.7941092775082828;41.0;-962.0;-417.0;89.0;390.0;64.0;1352.0;156.29211;62.386124;117.88248;-4.960538;0.8888888888888888;19029164000.0;230.2948589077904
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;2.0;0.5;0.25;0.75;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-347.49118;-1103.0;2532.0;244;242;180;99;96;78;1.0;1.0;1.0;358847;-45.432793;-962.0;723.0;244;242;180;99;96;78;1.0;1.0;1.0;358847;-45.432793;-962.0;723.0;244;242;180;1.0;1.0;1.0;-347.49118;-1103.0;2532.0;244;242;180;103;100;82;1.0;1.0;1.0;420025;-79.33964;-999.0;399.0;244;242;180;103;100;82;1.0;1.0;1.0;420275;-79.02947;-1028.0;804.0;-79.33964;67199.55;-1.7595837494704847;1.8379257786976746;37.0;-999.0;-552.0;88.0;399.0;143.0;1398.0;196.12494;106.07351;150.31433;-3.2673297;-13.0;30869459000.0;271.09839008836894
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;-2.0;0.5;0.5;0.0;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-346.3885;-1103.0;2657.0;244;242;180;99;95;78;1.0;1.0;1.0;358078;-46.70534;-988.0;720.0;244;242;180;99;95;78;1.0;1.0;1.0;358078;-46.70534;-988.0;720.0;244;242;180;1.0;1.0;1.0;-346.3885;-1103.0;2657.0;244;242;180;95;91;74;1.0;1.0;1.0;301962;-18.762533;-988.0;244.0;244;242;180;95;91;74;1.0;1.0;1.0;301962;-18.762533;-988.0;244.0;-18.762533;38516.297;-2.7363427436467584;6.771966055613339;44.0;-988.0;-253.0;89.0;244.0;52.0;1232.0;120.932304;32.890026;91.74076;-10.459978;0.6046511627906976;11736758000.0;197.15052296053315
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;0.0;0.5;0.5;0.0;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-346.3885;-1103.0;2657.0;244;242;180;99;95;78;1.0;1.0;1.0;358078;-46.70534;-988.0;720.0;244;242;180;99;95;78;1.0;1.0;1.0;358078;-46.70534;-988.0;720.0;244;242;180;1.0;1.0;1.0;-346.3885;-1103.0;2657.0;244;242;180;99;95;78;1.0;1.0;1.0;358029;-46.785152;-988.0;400.0;244;242;180;99;95;78;1.0;1.0;1.0;358078;-46.70534;-988.0;720.0;-46.785152;51604.227;-2.177056811372583;3.6943068334339717;41.0;-988.0;-424.0;89.0;400.0;65.0;1388.0;157.86742;63.794983;119.0821;-4.855507;0.9154929577464789;19259482000.0;231.93334932078744
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;2.0;0.5;0.5;0.0;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-346.3885;-1103.0;2657.0;244;242;180;99;95;78;1.0;1.0;1.0;358078;-46.70534;-988.0;720.0;244;242;180;99;95;78;1.0;1.0;1.0;358078;-46.70534;-988.0;720.0;244;242;180;1.0;1.0;1.0;-346.3885;-1103.0;2657.0;244;242;180;103;99;82;1.0;1.0;1.0;419613;-80.55392;-1000.0;400.0;244;242;180;103;99;82;1.0;1.0;1.0;419868;-80.224396;-1019.0;832.0;-80.55392;67694.63;-1.7450793227708843;1.7817889119915549;37.0;-1000.0;-556.0;88.0;400.0;149.0;1400.0;197.40067;107.85719;151.48666;-3.2299101;-8.764705882352942;31128386000.0;272.3665884565908
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;-2.0;0.5;0.5;0.25;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-346.71585;-1099.0;2646.0;244;242;180;99;95;78;1.0;1.0;1.0;357494;-48.097748;-993.0;718.0;244;242;180;99;95;78;1.0;1.0;1.0;357494;-48.097748;-993.0;718.0;244;242;180;1.0;1.0;1.0;-346.71585;-1099.0;2646.0;244;242;180;95;91;74;1.0;1.0;1.0;301688;-20.308743;-993.0;249.0;244;242;180;95;91;74;1.0;1.0;1.0;301688;-20.308743;-993.0;249.0;-20.308743;39294.824;-2.70087383432705;6.544594746582554;43.0;-993.0;-264.0;89.0;249.0;52.0;1242.0;123.01591;33.927094;93.15054;-9.760782;0.6190476190476191;11979206000.0;199.26682084729748
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;0.0;0.5;0.5;0.25;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-346.71585;-1099.0;2646.0;244;242;180;99;95;78;1.0;1.0;1.0;357494;-48.097748;-993.0;718.0;244;242;180;99;95;78;1.0;1.0;1.0;357494;-48.097748;-993.0;718.0;244;242;180;1.0;1.0;1.0;-346.71585;-1099.0;2646.0;244;242;180;99;95;78;1.0;1.0;1.0;357444;-48.178043;-993.0;393.0;244;242;180;99;95;78;1.0;1.0;1.0;357494;-48.097748;-993.0;718.0;-48.178043;52255.355;-2.1562922343094186;3.590214640913403;41.0;-993.0;-431.0;89.0;393.0;66.0;1386.0;159.542;65.504265;120.36742;-4.7447815;0.9428571428571428;19508036000.0;233.61609693391085
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;2.0;0.5;0.5;0.25;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-346.71585;-1099.0;2646.0;244;242;180;99;95;78;1.0;1.0;1.0;357494;-48.097748;-993.0;718.0;244;242;180;99;95;78;1.0;1.0;1.0;357494;-48.097748;-993.0;718.0;244;242;180;1.0;1.0;1.0;-346.71585;-1099.0;2646.0;244;242;180;103;99;82;1.0;1.0;1.0;418602;-81.663185;-1000.0;400.0;244;242;180;103;99;82;1.0;1.0;1.0;418860;-81.32957;-1023.0;839.0;-81.663185;68152.625;-1.7325373775929798;1.7317541427184802;37.0;-1000.0;-560.0;88.0;400.0;153.0;1400.0;198.56233;109.2615;152.51765;-3.1967964;-7.285714285714286;31320430000.0;273.53519427298625
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;-2.0;0.5;0.5;0.5;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-347.04355;-1100.0;2583.0;244;242;180;99;95;79;1.0;1.0;1.0;362755;-47.976933;-988.0;714.0;244;242;180;99;95;79;1.0;1.0;1.0;362755;-47.976933;-988.0;714.0;244;242;180;1.0;1.0;1.0;-347.04355;-1100.0;2583.0;244;242;180;95;91;75;1.0;1.0;1.0;307521;-20.900297;-988.0;291.0;244;242;180;95;91;75;1.0;1.0;1.0;307521;-20.900297;-988.0;291.0;-20.900297;39722.297;-2.682910170949961;6.4307170651801275;44.0;-988.0;-269.0;89.0;291.0;53.0;1279.0;124.152306;34.52914;93.923416;-9.535967;0.6235294117647059;12349772000.0;200.39739733916701
phantom;;1.B;CT;1.B;-1.0;0;-15.0;-1;0.0;0.5;0.5;0.5;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-347.04355;-1100.0;2583.0;244;242;180;99;95;79;1.0;1.0;1.0;362755;-47.976933;-988.0;714.0;244;242;180;99;95;79;1.0;1.0;1.0;362755;-47.976933;-988.0;714.0;244;242;180;1.0;1.0;1.0;-347.04355;-1100.0;2583.0;244;242;180;99;95;79;1.0;1.0;1.0;362709;-48.051193;-988.0;386.0;244;242;180;99;95;79;1.0;1.0;1.0;362755;-47.976933;-988.0;714.0;-48.051193;52308.97;-2.1576215375011714;3.593481053023755;41.0;-988.0;-431.0;89.0;386.0;65.0;1374.0;159.5926;65.39895;120.334175;-4.7597475;0.9154929577464789;19810398000.0;233.70469471432628
