id_subject;id_cohort;img_data_settings_id;img_data_modality;img_data_config;img_data_noise_level;img_data_noise_iter;img_data_rotation_angle;img_data_roi_randomise_iter;img_data_roi_adapt_size;img_data_translate_x;img_data_translate_y;img_data_translate_z;img_data_voxel_size;img_data_roi;diag_img_dim_x_init_img_CT;diag_img_dim_y_init_img_CT;diag_img_dim_z_init_img_CT;diag_vox_dim_x_init_img_CT;diag_vox_dim_y_init_img_CT;diag_vox_dim_z_init_img_CT;diag_mean_int_init_img_CT;diag_min_int_init_img_CT;diag_max_int_init_img_CT;diag_int_map_dim_x_init_roi;diag_int_map_dim_y_init_roi;diag_int_map_dim_z_init_roi;diag_int_bb_dim_x_init_roi;diag_int_bb_dim_y_init_roi;diag_int_bb_dim_z_init_roi;diag_int_vox_dim_x_init_roi;diag_int_vox_dim_y_init_roi;diag_int_vox_dim_z_init_roi;diag_int_vox_count_init_roi;diag_int_mean_int_init_roi;diag_int_min_int_init_roi;diag_int_max_int_init_roi;diag_mrp_map_dim_x_init_roi;diag_mrp_map_dim_y_init_roi;diag_mrp_map_dim_z_init_roi;diag_mrp_bb_dim_x_init_roi;diag_mrp_bb_dim_y_init_roi;diag_mrp_bb_dim_z_init_roi;diag_mrp_vox_dim_x_init_roi;diag_mrp_vox_dim_y_init_roi;diag_mrp_vox_dim_z_init_roi;diag_mrp_vox_count_init_roi;diag_mrp_mean_int_init_roi;diag_mrp_min_int_init_roi;diag_mrp_max_int_init_roi;diag_img_dim_x_interp_img_CT;diag_img_dim_y_interp_img_CT;diag_img_dim_z_interp_img_CT;diag_vox_dim_x_interp_img_CT;diag_vox_dim_y_interp_img_CT;diag_vox_dim_z_interp_img_CT;diag_mean_int_interp_img_CT;diag_min_int_interp_img_CT;diag_max_int_interp_img_CT;diag_int_map_dim_x_interp_roi;diag_int_map_dim_y_interp_roi;diag_int_map_dim_z_interp_roi;diag_int_bb_dim_x_interp_roi;diag_int_bb_dim_y_interp_roi;diag_int_bb_dim_z_interp_roi;diag_int_vox_dim_x_interp_roi;diag_int_vox_dim_y_interp_roi;diag_int_vox_dim_z_interp_roi;diag_int_vox_count_interp_roi;diag_int_mean_int_interp_roi;diag_int_min_int_interp_roi;diag_int_max_int_interp_roi;diag_mrp_map_dim_x_interp_roi;diag_mrp_map_dim_y_interp_roi;diag_mrp_map_dim_z_interp_roi;diag_mrp_bb_dim_x_interp_roi;diag_mrp_bb_dim_y_interp_roi;diag_mrp_bb_dim_z_interp_roi;diag_mrp_vox_dim_x_interp_roi;diag_mrp_vox_dim_y_interp_roi;diag_mrp_vox_dim_z_interp_roi;diag_mrp_vox_count_interp_roi;diag_mrp_mean_int_interp_roi;diag_mrp_min_int_interp_roi;diag_mrp_max_int_interp_roi;diag_img_dim_x_reseg_img_CT;diag_img_dim_y_reseg_img_CT;diag_img_dim_z_reseg_img_CT;diag_vox_dim_x_reseg_img_CT;diag_vox_dim_y_reseg_img_CT;diag_vox_dim_z_reseg_img_CT;diag_mean_int_reseg_img_CT;diag_min_int_reseg_img_CT;diag_max_int_reseg_img_CT;diag_int_map_dim_x_reseg_roi;diag_int_map_dim_y_reseg_roi;diag_int_map_dim_z_reseg_roi;diag_int_bb_dim_x_reseg_roi;diag_int_bb_dim_y_reseg_roi;diag_int_bb_dim_z_reseg_roi;diag_int_vox_dim_x_reseg_roi;diag_int_vox_dim_y_reseg_roi;diag_int_vox_dim_z_reseg_roi;diag_int_vox_count_reseg_roi;diag_int_mean_int_reseg_roi;diag_int_min_int_reseg_roi;diag_int_max_int_reseg_roi;diag_mrp_map_dim_x_reseg_roi;diag_mrp_map_dim_y_reseg_roi;diag_mrp_map_dim_z_reseg_roi;diag_mrp_bb_dim_x_reseg_roi;diag_mrp_bb_dim_y_reseg_roi;diag_mrp_bb_dim_z_reseg_roi;diag_mrp_vox_dim_x_reseg_roi;diag_mrp_vox_dim_y_reseg_roi;diag_mrp_vox_dim_z_reseg_roi;diag_mrp_vox_count_reseg_roi;diag_mrp_mean_int_reseg_roi;diag_mrp_min_int_reseg_roi;diag_mrp_max_int_reseg_roi;log_s_1.5_stat_mean;log_s_1.5_stat_var;log_s_1.5_stat_skew;log_s_1.5_stat_kurt;log_s_1.5_stat_median;log_s_1.5_stat_min;log_s_1.5_stat_p10;log_s_1.5_stat_p90;log_s_1.5_stat_max;log_s_1.5_stat_iqr;log_s_1.5_stat_range;log_s_1.5_stat_mad;log_s_1.5_stat_rmad;log_s_1.5_stat_medad;log_s_1.5_stat_cov;log_s_1.5_stat_qcod;log_s_1.5_stat_energy;log_s_1.5_stat_rms
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;2.0;0.5;0.75;0.0;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-327.17572;-1105.0;3533.0;231;228;180;99;95;78;1.0;1.0;1.0;357959;-46.788666;-962.0;721.0;231;228;180;99;95;78;1.0;1.0;1.0;357959;-46.788666;-962.0;721.0;231;228;180;1.0;1.0;1.0;-327.17572;-1105.0;3533.0;231;228;180;103;99;82;1.0;1.0;1.0;419301;-80.369125;-1000.0;400.0;231;228;180;103;99;82;1.0;1.0;1.0;419552;-80.04544;-1022.0;877.0;-1.2478603559359687;843.1055820683849;0.5214282191873427;5.077535210833888;-0.6717715166756903;-210.2170883655768;-32.3236217095441;28.018139582510976;197.09241699641177;12.229771559690377;407.3095053619886;16.9848766955413;7.13841893355387;16.965001963410042;-23.268854008114715;-2.9768039434395606;354167930.51170874;29.06308203780703
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;-2.0;0.5;0.75;0.25;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-327.5235;-1109.0;3511.0;231;228;180;99;95;78;1.0;1.0;1.0;357372;-48.198593;-967.0;718.0;231;228;180;99;95;78;1.0;1.0;1.0;357372;-48.198593;-967.0;718.0;231;228;180;1.0;1.0;1.0;-327.5235;-1109.0;3511.0;231;228;180;95;90;74;1.0;1.0;1.0;301628;-20.468454;-960.0;252.0;231;228;180;95;90;74;1.0;1.0;1.0;301628;-20.468454;-960.0;252.0;-3.2629003604267517;501.36474833221905;0.4240279588120547;7.808169575693174;-0.8903964423942987;-143.7226793314993;-27.498194842634838;8.364405639649545;196.67217664512125;9.594345320963765;340.39485597662053;12.74139263861944;5.21444414745349;12.38426835072508;-6.862353491254771;-2.229564161395842;154436934.4711171;22.62766596656164
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;0.0;0.5;0.75;0.25;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-327.5235;-1109.0;3511.0;231;228;180;99;95;78;1.0;1.0;1.0;357372;-48.198593;-967.0;718.0;231;228;180;99;95;78;1.0;1.0;1.0;357372;-48.198593;-967.0;718.0;231;228;180;1.0;1.0;1.0;-327.5235;-1109.0;3511.0;231;228;180;99;95;78;1.0;1.0;1.0;357326;-48.272545;-967.0;375.0;231;228;180;99;95;78;1.0;1.0;1.0;357372;-48.198593;-967.0;718.0;-2.875136263825523;669.9008683364822;0.42554732342527213;5.966321466181979;-0.8990183585561866;-167.44041024024688;-31.325379075887703;17.16424288970345;196.67217664512125;11.173078282247062;364.11258688536816;15.033628309329558;6.244283104663526;14.801950097500686;-9.00216228731878;-2.2747002512042642;242326800.375581;26.04164504926766
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;2.0;0.5;0.75;0.25;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-327.5235;-1109.0;3511.0;231;228;180;99;95;78;1.0;1.0;1.0;357372;-48.198593;-967.0;718.0;231;228;180;99;95;78;1.0;1.0;1.0;357372;-48.198593;-967.0;718.0;231;228;180;1.0;1.0;1.0;-327.5235;-1109.0;3511.0;231;228;180;103;99;82;1.0;1.0;1.0;418305;-81.408516;-1000.0;399.0;231;228;180;103;99;82;1.0;1.0;1.0;418559;-81.07959;-1022.0;876.0;-1.2512916996899277;845.9605998205983;0.5163440175563418;5.047098987867074;-0.6705874633740484;-201.65149357152322;-32.45537792071808;28.1553811466327;197.0497178225233;12.286116903239382;398.7012113940465;17.034632263022967;7.1775600000328055;17.0145878357306;-23.24430174097984;-2.964472807009439;354524501.7794893;29.112305486483052
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;-2.0;0.5;0.75;0.5;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-327.87042;-1115.0;3428.0;231;228;180;99;95;79;1.0;1.0;1.0;362647;-48.02966;-961.0;706.0;231;228;180;99;95;79;1.0;1.0;1.0;362647;-48.02966;-961.0;706.0;231;228;180;1.0;1.0;1.0;-327.87042;-1115.0;3428.0;231;228;180;95;91;75;1.0;1.0;1.0;307558;-21.064293;-959.0;250.0;231;228;180;95;91;75;1.0;1.0;1.0;307558;-21.064293;-959.0;250.0;-3.229550515704149;504.718857487448;0.43299683670385547;7.8363279681722755;-0.9027389975777177;-145.45370440218352;-27.441429447004875;8.511077735224468;195.55306184926184;9.574776116075636;341.00676625144536;12.761289405458182;5.204507632700236;12.41647901200663;-6.956370162144777;-2.231330054364508;158438151.24497008;22.696890844803676
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;0.0;0.5;0.75;0.5;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-327.87042;-1115.0;3428.0;231;228;180;99;95;79;1.0;1.0;1.0;362647;-48.02966;-961.0;706.0;231;228;180;99;95;79;1.0;1.0;1.0;362647;-48.02966;-961.0;706.0;231;228;180;1.0;1.0;1.0;-327.87042;-1115.0;3428.0;231;228;180;99;95;79;1.0;1.0;1.0;362601;-48.10311;-961.0;399.0;231;228;180;99;95;79;1.0;1.0;1.0;362647;-48.02966;-961.0;706.0;-2.8254378625606433;667.8122803024282;0.43229146522227685;6.021343033949966;-0.8985207214282572;-173.8712835480741;-31.178842298981472;17.142684484398906;195.55306184926184;11.071039903745222;369.42434539733597;14.972796985672641;6.190430145508582;14.7507988974428;-9.146215709544022;-2.2942956631466895;245044080.37220827;25.99606469098005
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;2.0;0.5;0.75;0.5;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-327.87042;-1115.0;3428.0;231;228;180;99;95;79;1.0;1.0;1.0;362647;-48.02966;-961.0;706.0;231;228;180;99;95;79;1.0;1.0;1.0;362647;-48.02966;-961.0;706.0;231;228;180;1.0;1.0;1.0;-327.87042;-1115.0;3428.0;231;228;180;103;99;83;1.0;1.0;1.0;422319;-80.267876;-999.0;399.0;231;228;180;103;99;83;1.0;1.0;1.0;422558;-79.967636;-1024.0;862.0;-1.2306734786618696;839.7180897904623;0.5196266325922457;5.128416525205862;-0.6481416383606204;-205.43182250444414;-32.23925223319329;27.866869618621724;198.72930533093387;12.137723250153785;404.161127835378;16.92330583389445;7.090756564086318;16.90303924942637;-23.546367231874065;-3.00724447515891;355268530.24904513;29.00401087783454
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;-2.0;0.5;0.75;0.75;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-328.21756;-1114.0;3488.0;231;228;180;99;95;78;1.0;1.0;1.0;358478;-45.311413;-957.0;713.0;231;228;180;99;95;78;1.0;1.0;1.0;358478;-45.311413;-957.0;713.0;231;228;180;1.0;1.0;1.0;-328.21756;-1114.0;3488.0;231;228;180;95;90;74;1.0;1.0;1.0;302882;-17.742481;-957.0;241.0;231;228;180;95;90;74;1.0;1.0;1.0;302882;-17.742481;-957.0;241.0;-3.2640515173907834;494.52885269379084;0.4389301421198186;8.012045321235949;-0.9051869822939672;-144.42702438078587;-27.23577056624134;8.063907751450488;196.4660951166166;9.460721136456112;340.8931194974025;12.607914731059937;5.139174324636713;12.251409862066497;-6.813006649495192;-2.2277222475918204;153010802.57516724;22.47627382378965
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;0.0;0.5;0.75;0.75;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-328.21756;-1114.0;3488.0;231;228;180;99;95;78;1.0;1.0;1.0;358478;-45.311413;-957.0;713.0;231;228;180;99;95;78;1.0;1.0;1.0;358478;-45.311413;-957.0;713.0;231;228;180;1.0;1.0;1.0;-328.21756;-1114.0;3488.0;231;228;180;99;95;78;1.0;1.0;1.0;358434;-45.38234;-957.0;391.0;231;228;180;99;95;78;1.0;1.0;1.0;358478;-45.311413;-957.0;713.0;-2.8840898095478233;662.1335575871315;0.43681156686502715;6.077944225933091;-0.9125267912992536;-177.69811597843523;-31.09050134188594;16.593989772105243;196.4660951166166;11.020092374985838;374.1642110950518;14.895837129616773;6.151746994639495;14.662635484586872;-8.922036989269548;-2.266753234239787;240312624.28348923;25.89307883618071
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;2.0;0.5;0.75;0.75;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-328.21756;-1114.0;3488.0;231;228;180;99;95;78;1.0;1.0;1.0;358478;-45.311413;-957.0;713.0;231;228;180;99;95;78;1.0;1.0;1.0;358478;-45.311413;-957.0;713.0;231;228;180;1.0;1.0;1.0;-328.21756;-1114.0;3488.0;231;228;180;103;99;82;1.0;1.0;1.0;419535;-78.80252;-1000.0;400.0;231;228;180;103;99;82;1.0;1.0;1.0;419779;-78.48849;-1024.0;862.0;-1.2646875442107544;838.0722596595712;0.5264764550818274;5.120480732267001;-0.6664851739038298;-201.59799718903935;-32.27768559623243;27.706231890581254;197.49883683652357;12.144788038010406;399.0968340255629;16.90767413711936;7.08573838126479;16.886262923130168;-22.890616612882532;-2.9648447013002763;352271664.2446788;28.977089126481513
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;-2.0;0.75;0.0;0.0;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.19238;-1115.0;3080.0;231;228;180;98;95;78;1.0;1.0;1.0;358285;-47.094593;-976.0;682.0;231;228;180;98;95;78;1.0;1.0;1.0;358285;-47.094593;-976.0;682.0;231;228;180;1.0;1.0;1.0;-326.19238;-1115.0;3080.0;231;228;180;94;91;74;1.0;1.0;1.0;302448;-18.930437;-958.0;238.0;231;228;180;94;91;74;1.0;1.0;1.0;302448;-18.930437;-958.0;238.0;-3.2868795620880227;499.4235969552299;0.4310228187307911;7.894289537845321;-0.9019105133765973;-141.62639623152143;-27.427940164632865;8.146753772434343;201.76805469628334;9.543825868611076;343.39445092780477;12.699814951735297;5.189989502838659;12.338264816927083;-6.799089188467801;-2.2231465841778455;154317188.38573885;22.588208742857454
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;0.0;0.75;0.0;0.0;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.19238;-1115.0;3080.0;231;228;180;98;95;78;1.0;1.0;1.0;358285;-47.094593;-976.0;682.0;231;228;180;98;95;78;1.0;1.0;1.0;358285;-47.094593;-976.0;682.0;231;228;180;1.0;1.0;1.0;-326.19238;-1115.0;3080.0;231;228;180;98;95;78;1.0;1.0;1.0;358238;-47.17195;-976.0;399.0;231;228;180;98;95;78;1.0;1.0;1.0;358285;-47.094593;-976.0;682.0;-2.874099068501298;667.971067721699;0.4337445780761686;5.991029432677088;-0.9084266351588117;-164.33060142912865;-31.283841355452306;17.077526637402265;201.76805469628334;11.122134794434565;366.098656125412;14.990305285230727;6.207930054221355;14.759438819728548;-8.992430543574999;-2.2608616121758183;242251824.81759492;26.004451795361096
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;2.0;0.75;0.0;0.0;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.19238;-1115.0;3080.0;231;228;180;98;95;78;1.0;1.0;1.0;358285;-47.094593;-976.0;682.0;231;228;180;98;95;78;1.0;1.0;1.0;358285;-47.094593;-976.0;682.0;231;228;180;1.0;1.0;1.0;-326.19238;-1115.0;3080.0;231;228;180;102;99;82;1.0;1.0;1.0;419424;-80.768234;-1000.0;400.0;231;228;180;102;99;82;1.0;1.0;1.0;419667;-80.46772;-1020.0;878.0;-1.2400945425715846;844.7124603689412;0.520167018217518;5.060241607479226;-0.6696072663707828;-209.18189165101316;-32.44014817635427;28.208902350170302;201.76805469628334;12.239444658168841;410.94994634729653;17.00573204190062;7.153040751745278;16.986255795050177;-23.436872316524845;-2.968347301506978;354937683.66442215;29.090381483291985
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;-2.0;0.75;0.0;0.25;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.54315;-1107.0;3051.0;231;228;180;98;95;78;1.0;1.0;1.0;357613;-48.464993;-976.0;694.0;231;228;180;98;95;78;1.0;1.0;1.0;357613;-48.464993;-976.0;694.0;231;228;180;1.0;1.0;1.0;-326.54315;-1107.0;3051.0;231;228;180;94;90;74;1.0;1.0;1.0;301999;-20.452776;-959.0;245.0;231;228;180;94;90;74;1.0;1.0;1.0;301999;-20.452776;-959.0;245.0;-3.2817391831826423;502.7382618637186;0.42197176044838386;7.7943203864549435;-0.8952238919445996;-144.81951539240703;-27.538951764166555;8.335682176933942;200.47659191291314;9.626431688891767;345.29610730532016;12.766962316662408;5.227623275765479;12.405171336595684;-6.832299679475316;-2.2173006702210243;155078924.8188328;22.660716536114975
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;0.0;0.75;0.0;0.25;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.54315;-1107.0;3051.0;231;228;180;98;95;78;1.0;1.0;1.0;357613;-48.464993;-976.0;694.0;231;228;180;98;95;78;1.0;1.0;1.0;357613;-48.464993;-976.0;694.0;231;228;180;1.0;1.0;1.0;-326.54315;-1107.0;3051.0;231;228;180;98;95;78;1.0;1.0;1.0;357570;-48.53622;-976.0;400.0;231;228;180;98;95;78;1.0;1.0;1.0;357613;-48.464993;-976.0;694.0;-2.8745832283116326;671.2930463933932;0.42629324152863274;5.932756616716363;-0.9051403782189622;-164.09321425394617;-31.347480903249572;17.25597862975981;200.47659191291314;11.2014262084185;364.5698061668593;15.05245323748155;6.250385243280701;14.820877410100044;-9.01324521990351;-2.2588546124915823;242988937.29819253;26.0683001964049
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;2.0;0.75;0.0;0.25;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.54315;-1107.0;3051.0;231;228;180;98;95;78;1.0;1.0;1.0;357613;-48.464993;-976.0;694.0;231;228;180;98;95;78;1.0;1.0;1.0;357613;-48.464993;-976.0;694.0;231;228;180;1.0;1.0;1.0;-326.54315;-1107.0;3051.0;231;228;180;102;99;82;1.0;1.0;1.0;418351;-81.78635;-1000.0;400.0;231;228;180;102;99;82;1.0;1.0;1.0;418601;-81.48399;-1019.0;896.0;-1.251821382694645;847.3834459382205;0.511142609007545;5.038565680052816;-0.6760585569897346;-214.01382006738032;-32.478483125182066;28.338663940756355;200.47659191291314;12.313600495006813;414.49041198029346;17.051992619309765;7.1893848540001715;17.031995108729504;-23.253997541422486;-2.9590920967595706;355159291.7602318;29.136755185030328
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;-2.0;0.75;0.0;0.5;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.8936;-1113.0;2976.0;231;228;180;98;95;79;1.0;1.0;1.0;362765;-48.085213;-972.0;697.0;231;228;180;98;95;79;1.0;1.0;1.0;362765;-48.085213;-972.0;697.0;231;228;180;1.0;1.0;1.0;-326.8936;-1113.0;2976.0;231;228;180;94;91;75;1.0;1.0;1.0;307826;-20.982471;-955.0;245.0;231;228;180;94;91;75;1.0;1.0;1.0;307826;-20.982471;-955.0;245.0;-3.255147861387858;504.45971499503344;0.42363644270835;7.788646846305365;-0.9030316470694161;-144.9736853993244;-27.542984038852094;8.457779432281782;201.0421810850762;9.593945895494887;346.0158664844006;12.775464516526823;5.217693489531811;12.423685613394218;-6.899895676039647;-2.2255870453987763;158547536.7068642;22.69483867742909
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;0.0;0.75;0.0;0.5;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.8936;-1113.0;2976.0;231;228;180;98;95;79;1.0;1.0;1.0;362765;-48.085213;-972.0;697.0;231;228;180;98;95;79;1.0;1.0;1.0;362765;-48.085213;-972.0;697.0;231;228;180;1.0;1.0;1.0;-326.8936;-1113.0;2976.0;231;228;180;98;95;79;1.0;1.0;1.0;362723;-48.153538;-972.0;395.0;231;228;180;98;95;79;1.0;1.0;1.0;362765;-48.085213;-972.0;697.0;-2.8220065524410276;667.8277842942263;0.43256559654977306;6.016754175829597;-0.8971436577020473;-172.39144452472942;-31.166316035420646;17.21969613250729;201.0421810850762;11.070570913113713;373.43362560980563;14.973604020546357;6.190113358029778;14.751112105096686;-9.157442996252605;-2.2932669013542224;245125122.16831583;25.99599017687624
phantom;;3.B;CT;3.B;-1.0;0;-10.0;-1;2.0;0.75;0.0;0.5;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.8936;-1113.0;2976.0;231;228;180;98;95;79;1.0;1.0;1.0;362765;-48.085213;-972.0;697.0;231;228;180;98;95;79;1.0;1.0;1.0;362765;-48.085213;-972.0;697.0;231;228;180;1.0;1.0;1.0;-326.8936;-1113.0;2976.0;231;228;180;102;99;83;1.0;1.0;1.0;422264;-80.2769;-1000.0;399.0;231;228;180;102;99;83;1.0;1.0;1.0;422507;-79.98238;-1019.0;899.0;-1.2338067986818655;838.594017066068;0.5207999831525044;5.117224781072091;-0.651316476111703;-216.21250602017375;-32.18263719535165;27.907122769129526;201.0421810850762;12.141673435229084;417.25468710524996;16.914291250536902;7.090383355198112;16.89368894047435;-23.470844750707787;-3.014177632197526;354750867.73345107;28.98475972442313
