family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
Statistics,Mean,stat_mean,Q4LE,4.211886181717824,4.1108039112824875,-0.2557639918930615,1.5479841294077625,1.690477220897677,3.5002281562787484e-05,,,
Statistics,Variance,stat_var,ECT3,8.119154313677312,6.3094396680381015,0.9261643132057165,0.5191248321775935,1.7998948164053479,8.684160452735403e-05,,,
Statistics,Skewness,stat_skew,KE2A,1.2697043323058312,1.1101466283477641,-1.0908986410365944,0.4763462519783181,1.361775406732743,0.09772858193082344,,,
Statistics,(Excess) kurtosis,stat_kurt,IPH6,1.4756550793656409,0.982500027935918,2.601229449733756,-0.4323918946548768,1.8018139321714264,1.0805037491335217,,,
Statistics,Median,stat_median,Y12H,3.5766856133819207,3.6153529999880165,-0.051252225788326555,1.487949704651834,1.331395357792733,-1.2142210043551506e-05,,,
Statistics,Minimum,stat_min,1GSF,0.5152471130259023,0.6946432804769629,-4.843705173927109,0.3511671896462849,0.007533117904743443,-0.04977893917552647,,,
Statistics,10th percentile,stat_p10,QG58,1.3275239883614327,1.4045820362116601,-1.4543993828438186,0.6528074466364493,0.3952599301570055,-0.011232254234084223,,,
Statistics,90th percentile,stat_p90,8DWT,8.193458068798645,7.7349472249325,0.7424632295044384,2.5148562020966283,3.6236491990625734,0.011209389972281117,,,
Statistics,Maximum,stat_max,84IY,15.856733877108192,13.963701715656248,3.337178749400958,3.650501570675118,8.352265903549958,0.0465883700376414,,,
Statistics,Interquartile range,stat_iqr,SALO,3.5761084423724894,3.185857014714355,0.8774278292799833,1.106110007322611,1.6498929516041203,0.011325978232934752,,,
Statistics,Range,stat_range,2OJQ,15.34148676408229,13.269058435179284,8.180883923328068,3.2993343810288334,8.344732785645213,0.09636730921316787,,,
Statistics,Mean absolute deviation,stat_mad,4FUA,2.2044490581849434,1.955689579302596,0.6905532994496544,0.5983087161616536,1.0384669531632729,0.007160521326619199,,,
Statistics,Robust mean absolute deviation,stat_rmad,1128,1.4957235267175701,1.3386979211447154,0.4009094845777053,0.44646157563587235,0.6994589582261503,0.004772433637988526,,,
Statistics,Median absolute deviation,stat_medad,N72L,2.136477530588055,1.907510969854913,0.6636075276728329,0.5968487215658947,0.995768169779078,0.007160441955879881,,,
Statistics,Coefficient of variation,stat_cov,7TET,0.6765170885671175,0.6110385843824682,-3.7627435481383564,0.465446102556733,0.7936229898463145,266.2364817435777,,,
Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.4782067189719989,0.4278033852822751,-2.1433725591251394,0.3710788664034959,0.5577752217606021,-91.3977230369937,,,
Statistics,Energy,stat_energy,N8CA,190659.4356914507,171113.6786328395,7310.9158950010715,21495.094506540638,34340.54415839565,0.640292183282757,,,
Statistics,Root mean square,stat_rms,5ZWQ,5.085188248376146,4.817483623745233,0.9957808658308266,1.7074482999715992,2.158149218839903,0.009318950031364511,,,
