family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
Statistics,Mean,stat_mean,Q4LE,35.021791337283396,35.19910385560597,1.5413157090152314,51.247231954045354,166.06978329736089,-0.0027840996266280146,,,
Statistics,Variance,stat_var,ECT3,553.6092205564624,192.52066886705083,23.362129214527688,918.3091745510652,9892.31375610143,1.2078302636634857,,,
Statistics,Skewness,stat_skew,KE2A,-0.07489554008539394,1.8660973412259567,3.569463328368686,4.104878789255696,1.0137175429643464,-0.21414714707855498,,,
Statistics,(Excess) kurtosis,stat_kurt,IPH6,0.5513023664555159,32.40121592113403,12.603197917829068,19.28930099788515,1.7375820393881662,8.443038739723262,,,
Statistics,Median,stat_median,Y12H,35.0,34.925925925925924,0.13949698734992722,44.09648906568056,149.66099820090417,-0.005706197983401699,,,
Statistics,Minimum,stat_min,1GSF,-99.0,-58.37037037037037,-5.097091927666229,27.127723006359492,0.33994197406785565,-10.497326607695785,,,
Statistics,10th percentile,stat_p10,QG58,5.0,19.70370370370371,-0.5734024047477279,34.6340558173456,53.30218099725702,-1.2026663638124493,,,
Statistics,90th percentile,stat_p90,8DWT,64.0,51.03703703703704,4.010285898475189,61.58114304480965,299.19012806043065,1.2137374207678793,,,
Statistics,Maximum,stat_max,84IY,196.0,393.14814814814815,31.133078822803213,358.553140839678,1067.8945529756145,11.31492122013791,,,
Statistics,Interquartile range,stat_iqr,SALO,30.0,16.259259259259245,0.8412865333172809,10.571193823169352,133.55623970008998,1.2319280841833227,,,
Statistics,Range,stat_range,2OJQ,295.0,451.51851851851853,36.23017075046944,331.42541783331853,1067.5546110015466,21.812247827833694,,,
Statistics,Mean absolute deviation,stat_mad,4FUA,18.418856371453195,10.068625895188951,2.6044561895713523,15.189619320858897,78.64254617429097,0.7895357744774326,,,
Statistics,Robust mean absolute deviation,stat_rmad,1128,12.76284334426989,6.738860917154128,0.45846871422338353,4.519743164758057,55.269469720194344,0.5136438790735715,,,
Statistics,Median absolute deviation,stat_medad,N72L,18.418696276890113,10.066315926251242,1.8630868748813703,12.829430333437573,77.59899858352756,0.7895320348889702,,,
Statistics,Coefficient of variation,stat_cov,7TET,0.6718360459364445,0.39419133557215463,3.1359173367000217,0.5913220162429724,0.5989055287909683,-394.7464031734678,,,
Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.42857142857142855,0.232398094229751,2.2620306728982844,0.11922579467562949,0.4244035209654723,-247.03136887249119,,,
Statistics,Energy,stat_energy,N8CA,350613627.0,281946332.0768175,5069288.0667723,698138499.5217916,7380346545.111266,237894.56757161106,,,
Statistics,Root mean square,stat_rms,5ZWQ,42.19164714761301,37.83513685854441,5.073241895414094,59.53644226440465,193.57553223621483,1.0990168401231246,,,
