,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,7.7356,7.5109,-0.55468,2.6167,3.0168,-3.6771e-05,1.7449,0.1083,0.71721
1,Statistics,Variance,stat_var,ECT3,6.4548,4.8497,0.96652,0.21683,2.3723,0.0032365,0.85991,1.069,1.9654
2,Statistics,Skewness,stat_skew,KE2A,0.10158,-0.0039266,-0.44577,-0.029813,0.60116,0.0071092,0.54531,0.38473,-0.18924
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,-0.56392,-0.67755,0.13196,-0.87791,-0.01154,0.2625,-0.053157,0.41187,-0.072947
4,Statistics,Median,stat_median,Y12H,7.6895,7.536,-0.45974,2.6196,2.8261,-0.0001827,1.6238,0.020427,0.72426
5,Statistics,Minimum,stat_min,1GSF,1.4542,1.8231,-4.5784,1.5032,0.066666,-0.2131,-0.63204,-3.6482,-4.2262
6,Statistics,10th percentile,stat_p10,QG58,4.4377,4.5873,-1.8745,1.983,1.1789,-0.070933,0.64162,-1.1104,-1.0653
7,Statistics,90th percentile,stat_p90,8DWT,11.2225,10.5449,0.62793,3.2455,5.1817,0.071696,3.0191,1.4673,2.5124
8,Statistics,Maximum,stat_max,84IY,15.4583,12.8985,2.4126,3.6242,9.4579,0.21785,5.3333,4.2822,4.6417
9,Statistics,Interquartile range,stat_iqr,SALO,3.7219,3.3051,1.3312,0.73297,2.1854,0.074667,1.3327,1.3485,1.9657
10,Statistics,Range,stat_range,2OJQ,14.0041,11.0754,6.991,2.121,9.3912,0.43095,5.9653,7.9304,8.8679
11,Statistics,Mean absolute deviation,stat_mad,4FUA,2.0846,1.82,0.78479,0.39138,1.2477,0.04494,0.75613,0.81357,1.129
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,1.5226,1.3425,0.55026,0.29691,0.89615,0.031035,0.5473,0.55971,0.80462
13,Statistics,Median absolute deviation,stat_medad,N72L,2.0842,1.8199,0.78094,0.39137,1.2389,0.04494,0.74998,0.81086,1.129
14,Statistics,Coefficient of variation,stat_cov,7TET,0.32844,0.2932,-1.7724,0.17795,0.51055,-1547.1709,0.53144,9.5472,1.9547
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.24119,0.22067,-1.2928,0.14,0.37264,-174.5486,0.3928,9.7113,1.3102
16,Statistics,Energy,stat_energy,N8CA,267958.8344,247623.3754,5150.2782,28553.3,46376.5076,13.082,15782.3853,4368.4895,10023.4251
17,Statistics,Root mean square,stat_rms,5ZWQ,8.1421,7.827,1.1288,2.6578,3.3873,0.05689,1.976,1.0396,1.5747
