,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,22.2704,22.3992,-0.16262,70.1855,231.2873,0.00021514,24.5694,-0.15063,-0.79632
1,Statistics,Variance,stat_var,ECT3,2034.5072,1475.4962,2.345,139.4336,16573.9458,1.9154,251.761,431.1619,321.4909
2,Statistics,Skewness,stat_skew,KE2A,-0.95857,-1.4732,-0.63273,4.7116,0.83038,-0.0095168,3.029,-0.1243,-1.3009
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,1.1584,2.3799,10.3422,36.4328,0.75345,0.1456,31.5496,0.62077,8.3109
4,Statistics,Median,stat_median,Y12H,31,33.7037,-0.11428,68.5892,212.4883,0.0015092,22.808,-0.050616,-0.009618
5,Statistics,Minimum,stat_min,1GSF,-184,-128.6296,-20.0225,47.5949,0.52452,-6.9756,-23.8439,-177.5678,-258.3895
6,Statistics,10th percentile,stat_p10,QG58,-47,-47.8889,-1.7681,60.6871,81.0838,-1.7617,7.8973,-26.185,-19.1588
7,Statistics,90th percentile,stat_p90,8DWT,69,52.5185,1.2484,78.1121,405.9099,1.7566,42.4688,25.9768,18.603
8,Statistics,Maximum,stat_max,84IY,200,272.2963,9.5221,232.7726,1002.3426,7.4412,351.8117,112.9191,156.3751
9,Statistics,Interquartile range,stat_iqr,SALO,46,24.2593,1.1973,8.6066,172.1742,1.8368,17.8906,27.1973,18.8193
10,Statistics,Range,stat_range,2OJQ,384,400.9259,29.5446,185.1776,1001.8181,14.4168,375.6556,290.4869,414.7645
11,Statistics,Mean absolute deviation,stat_mad,4FUA,33.5463,26.6855,0.97805,6.6107,102.0905,1.0974,11.2189,16.3423,12.5987
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,20.8067,13.4573,0.53346,3.619,71.3982,0.762,7.4451,11.2846,7.89
13,Statistics,Median absolute deviation,stat_medad,N72L,32.7218,23.9469,0.97691,6.4509,100.9991,1.0974,11.1252,16.3421,12.5806
14,Statistics,Coefficient of variation,stat_cov,7TET,2.0254,1.7149,-9.4164,0.16824,0.55662,6432.9415,0.6458,-137.8465,-22.5162
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.82143,0.38237,-4.0051,0.062586,0.38966,523.9683,0.38158,-297.0305,-879.8189
16,Statistics,Energy,stat_energy,N8CA,1368942464,1069641143.2935,1282922.5105,2740311919.5393,37905394171.3004,1036184.3038,462765396.2288,233263106.8941,174263833.6739
17,Statistics,Root mean square,stat_rms,5ZWQ,50.3038,44.466,1.54,71.1719,264.7031,1.384,29.2475,20.765,17.9478
